tree	Raxml_logL	TreeFix_logL	ProfileNJ95_logL	TruePhylo_logL	Raxml_AU	TreeFix_AU	ProfileNJ95_AU	TruePhylo_AU	Raxml_SH	TreeFix_SH	ProfileNJ95_SH	TruePhylo_SH
920	-20547.077723	-20549.828686	-20550.43081	-20549.828686	0.839	0.217	0.083	0.217	0.867	0.183	0.112	0.183
962	-22887.280594	-22891.476524	-22920.742363	-22891.229909	0.769	0.257	0.001	0.288	0.902	0.465	0.0002	0.501
978	-14182.924666	-14184.922494	-14186.454307	-14183.296001	0.786	0.204	0.115	0.554	0.881	0.372	0.203	0.818
27	-22603.680061	-22605.558995	-22605.1626	-22605.1626	0.754	0.256	0.3	0.329	0.798	0.278	0.369	0.369
35	-16782.673725	-16783.466723	-16787.97354	-16783.466723	0.768	0.372	0.054	0.372	0.827	0.574	0.079	0.574
91	-18248.895237	-18250.790025	-18250.790025	-18250.790025	0.789	0.212	0.212	0.212	0.772	0.228	0.228	0.228
110	-20634.401206	-20634.793371	-20634.793371	-20634.793371	0.651	0.352	0.35	0.353	0.673	0.327	0.327	0.327
184	-19556.03542	-19560.752772	-19567.981887	-19560.752772	0.918	0.129	0.007	0.13	0.942	0.218	0.017	0.218
197	-20111.16115	-20112.389469	-20115.889545	-20112.430602	0.759	0.405	0.073	0.359	0.816	0.527	0.108	0.522
299	-20404.445729	-20406.47688	-20412.510247	-20406.476879	0.794	0.295	0.03	0.293	0.863	0.452	0.048	0.452
350	-19091.936039	-19092.056465	-19097.861705	-19092.056465	0.676	0.504	0.043	0.503	0.789	0.693	0.067	0.693
384	-16365.466568	-16365.466592	-16368.928727	-16365.466593	0.608	0.499	0.112	0.602	0.846	0.777	0.117	0.865
416	-17760.721571	-17762.265927	-17774.265706	-17762.265917	0.819	0.217	0.002	0.217	0.873	0.518	0.01	0.518
462	-17720.853243	-17723.634517	-17724.441708	-17723.634517	0.817	0.275	0.13	0.274	0.848	0.206	0.141	0.206
528	-17362.751337	-17362.751338	-17362.751337	-17362.751337	0.45	0.476	0.505	0.467	0.953	0.675	0.568	0.798
543	-19476.556223	-19481.119802	-19481.119802	-19481.119802	0.872	0.129	0.128	0.128	0.868	0.132	0.132	0.132
557	-16095.100789	-16096.128951	-16095.795602	-16096.128951	0.686	0.2	0.401	0.201	0.729	0.341	0.415	0.341
576	-20127.319732	-20129.07062	-20132.643656	-20129.07062	0.868	0.237	0.062	0.237	0.891	0.405	0.073	0.405
601	-20432.040358	-20433.290793	-20433.290793	-20433.290793	0.745	0.255	0.255	0.256	0.736	0.264	0.264	0.264
605	-21063.103349	-21066.233091	-21068.363442	-21066.233091	0.924	0.152	0.051	0.151	0.921	0.146	0.062	0.146
663	-20779.51212	-20781.227351	-20781.563516	-20781.765444	0.814	0.295	0.236	0.147	0.857	0.292	0.219	0.177
678	-18872.762386	-18875.498178	-18875.555542	-18875.498178	0.873	0.184	0.122	0.183	0.875	0.141	0.128	0.141
709	-16036.229395	-16037.190603	-16038.986206	-16037.190517	0.8	0.336	0.134	0.335	0.843	0.486	0.15	0.486
719	-18978.055822	-18979.985661	-18981.30693	-18979.985661	0.758	0.297	0.167	0.359	0.78	0.365	0.197	0.365
721	-19859.053686	-19861.286978	-19861.286978	-19859.457477	0.682	0.153	0.153	0.51	0.743	0.224	0.224	0.657
757	-17443.313098	-17448.514273	-17443.313098	-17443.426707	0.591	0.07	0.6	0.517	0.883	0.102	0.857	0.71
781	-17832.768571	-17835.662651	-17887.380577	-17835.662651	0.8	0.202	3e-06	0.203	0.894	0.513	0.0	0.513
792	-19340.644351	-19341.19852	-19345.03478	-19341.19852	0.77	0.417	0.113	0.418	0.823	0.619	0.139	0.619
819	-20615.896135	-20616.351785	-20616.351785	-20616.351785	0.673	0.33	0.328	0.33	0.674	0.326	0.326	0.326
825	-16997.975581	-17000.56877	-17000.910402	-17000.56877	0.867	0.211	0.133	0.21	0.874	0.151	0.135	0.151
881	-16964.2602	-16965.897111	-16970.35316	-16965.897111	0.712	0.415	0.103	0.433	0.772	0.553	0.168	0.553
898	-20356.308199	-20362.144868	-20364.585583	-20357.43059	0.668	0.095	0.043	0.503	0.753	0.148	0.077	0.693
903	-16191.52634	-16194.501037	-16194.13026	-16194.501037	0.833	0.136	0.224	0.108	0.849	0.139	0.194	0.139
910	-21444.029127	-21449.701085	-21446.78978	-21446.78978	0.795	0.098	0.307	0.308	0.831	0.11	0.352	0.352
911	-20448.430816	-20450.154509	-20452.857662	-20450.154509	0.735	0.383	0.122	0.393	0.773	0.475	0.16	0.475
971	-18315.977188	-18317.724541	-18330.050659	-18317.724541	0.829	0.253	0.011	0.253	0.858	0.55	0.025	0.55
980	-17527.931674	-17527.931674	-17531.654397	-17527.931674	0.504	0.65	0.094	0.583	0.731	0.949	0.097	0.823
992	-21327.90899	-21332.933565	-21417.959222	-21335.193538	0.941	0.11	0.001	0.047	0.967	0.43	0.0	0.35
996	-20431.630053	-20431.957014	-20431.957014	-20431.957014	0.66	0.341	0.34	0.342	0.656	0.344	0.344	0.344
16	-16199.626928	-16199.905717	-16203.407607	-16199.905717	0.659	0.513	0.074	0.514	0.75	0.685	0.111	0.685
21	-19264.809615	-19265.67247	-19267.470877	-19265.67247	0.648	0.488	0.154	0.492	0.705	0.561	0.265	0.561
30	-19551.016705	-19551.592088	-19551.592088	-19551.592089	0.632	0.368	0.369	0.371	0.622	0.378	0.378	0.378
38	-19213.445277	-19217.244488	-19222.709591	-19213.82013	0.73	0.123	0.017	0.483	0.828	0.229	0.028	0.751
49	-18111.824127	-18116.996679	-18118.460766	-18112.700516	0.833	0.059	0.05	0.404	0.902	0.172	0.111	0.738
55	-20868.250854	-20870.969483	-20977.077406	-20870.969486	0.796	0.206	1e-05	0.206	0.879	0.559	0.0	0.559
67	-15961.384163	-15961.734872	-15961.734872	-15961.734872	0.663	0.34	0.34	0.34	0.668	0.333	0.333	0.332
72	-15788.367788	-15789.078816	-15789.078816	-15789.078816	0.716	0.285	0.285	0.286	0.724	0.276	0.276	0.276
104	-19487.956126	-19487.956131	-19490.968138	-19487.956131	0.63	0.554	0.108	0.544	0.783	0.776	0.117	0.88
118	-19324.382822	-19326.583651	-19332.70965	-19326.583651	0.822	0.26	0.028	0.262	0.854	0.447	0.044	0.447
125	-13357.26157	-13357.488072	-13361.372298	-13357.488072	0.696	0.524	0.135	0.509	0.774	0.7	0.173	0.7
161	-17424.322755	-17425.536129	-17426.17263	-17425.536129	0.67	0.423	0.185	0.423	0.712	0.402	0.308	0.402
188	-19382.570013	-19385.101972	-19385.101972	-19385.101972	0.779	0.222	0.222	0.223	0.78	0.22	0.22	0.22
203	-14374.193524	-14376.071605	-14374.771866	-14374.771866	0.759	0.187	0.394	0.393	0.808	0.226	0.565	0.565
267	-15696.42023	-15696.890901	-15698.160906	-15696.890901	0.725	0.412	0.248	0.41	0.815	0.602	0.279	0.602
273	-17574.935244	-17576.315525	-17575.842741	-17576.315525	0.68	0.15	0.379	0.151	0.733	0.3	0.383	0.3
280	-19463.583718	-19464.629131	-19464.629104	-19464.629131	0.709	0.292	0.292	0.292	0.713	0.287	0.287	0.287
293	-19737.855847	-19742.038993	-19743.898446	-19742.038993	0.92	0.147	0.057	0.146	0.934	0.11	0.054	0.11
298	-19228.800305	-19229.281952	-19231.111101	-19229.281951	0.709	0.489	0.163	0.489	0.753	0.645	0.205	0.645
322	-18726.725926	-18726.862668	-18726.862668	-18726.862668	0.553	0.449	0.449	0.451	0.56	0.44	0.44	0.44
324	-15551.141756	-15551.413873	-15559.896433	-15551.413873	0.615	0.544	0.048	0.545	0.745	0.706	0.083	0.706
356	-15433.75125	-15434.669699	-15439.76675	-15434.669699	0.685	0.444	0.061	0.445	0.767	0.613	0.091	0.613
376	-18973.83215	-18975.256775	-18977.641669	-18975.256775	0.821	0.298	0.094	0.297	0.843	0.407	0.1	0.407
383	-19211.013328	-19213.493079	-19213.493079	-19213.493079	0.853	0.148	0.149	0.149	0.844	0.156	0.156	0.156
399	-19629.391587	-19634.713676	-19632.236365	-19633.646663	0.891	0.033	0.194	0.157	0.92	0.068	0.289	0.153
413	-17318.157052	-17318.157021	-17318.668	-17318.157021	0.61	0.661	0.308	0.503	0.852	0.98	0.306	0.669
417	-20924.396408	-20925.672116	-20926.6884	-20926.688407	0.697	0.426	0.195	0.195	0.742	0.441	0.258	0.258
454	-15341.852323	-15344.417847	-15343.529118	-15344.417847	0.738	0.097	0.33	0.098	0.794	0.179	0.318	0.179
492	-18501.052134	-18502.696802	-18506.503727	-18502.696802	0.853	0.256	0.159	0.256	0.924	0.468	0.193	0.468
508	-18869.859216	-18870.194425	-18871.017142	-18870.194425	0.681	0.426	0.305	0.429	0.768	0.65	0.354	0.65
512	-17288.288313	-17289.067245	-17293.883345	-17289.067245	0.791	0.35	0.057	0.35	0.84	0.584	0.079	0.584
571	-21958.798316	-21961.493087	-21961.50097	-21961.493832	0.824	0.192	0.195	0.191	0.821	0.181	0.179	0.181
613	-17472.399384	-17472.640865	-17472.640865	-17472.640865	0.663	0.34	0.329	0.339	0.642	0.358	0.358	0.358
660	-13349.619477	-13349.75094	-13353.632722	-13349.75094	0.704	0.499	0.084	0.501	0.794	0.69	0.105	0.69
705	-20015.716334	-20016.695107	-20016.695107	-20016.695107	0.572	0.428	0.43	0.428	0.576	0.424	0.424	0.424
716	-18772.704885	-18778.04164	-18780.332889	-18778.04164	0.933	0.11	0.037	0.108	0.95	0.086	0.031	0.086
756	-17245.446866	-17245.677781	-17245.677781	-17245.677781	0.648	0.354	0.354	0.355	0.638	0.363	0.363	0.362
799	-17816.097632	-17817.600525	-17820.246262	-17816.462349	0.755	0.274	0.082	0.482	0.851	0.446	0.11	0.723
808	-20051.372173	-20052.150016	-20056.457612	-20052.150016	0.793	0.337	0.061	0.336	0.837	0.566	0.07	0.566
862	-15562.982372	-15562.982371	-15576.574743	-15562.982371	0.562	0.651	0.007	0.551	0.791	0.958	0.011	0.737
893	-17551.977341	-17553.705274	-17557.451378	-17553.705274	0.863	0.247	0.054	0.247	0.888	0.417	0.073	0.417
909	-17839.653959	-17841.200453	-17843.367273	-17841.200453	0.844	0.276	0.086	0.278	0.864	0.382	0.105	0.382
998	-19341.800368	-19343.701155	-19343.701155	-19343.701155	0.617	0.38	0.384	0.383	0.638	0.362	0.362	0.362
6	-17935.400491	-17937.309657	-17937.309657	-17937.309657	0.829	0.174	0.173	0.174	0.822	0.178	0.178	0.178
48	-17600.210482	-17601.529734	-17601.773337	-17601.529734	0.644	0.391	0.386	0.391	0.763	0.57	0.477	0.57
68	-17874.604951	-17880.377116	-18064.998834	-17880.377116	0.948	0.052	1e-39	0.052	0.977	0.427	0.0	0.427
95	-18156.240231	-18159.613102	-18157.61104	-18156.24023	0.679	0.113	0.245	0.697	0.868	0.175	0.413	0.903
109	-12055.088415	-12056.039569	-12056.039508	-12056.039569	0.778	0.215	0.224	0.222	0.757	0.243	0.243	0.243
121	-16823.510929	-16824.124296	-16824.124296	-16824.124296	0.718	0.283	0.284	0.285	0.714	0.287	0.287	0.287
157	-17784.534462	-17786.097827	-17786.22402	-17786.097827	0.819	0.235	0.211	0.233	0.83	0.195	0.187	0.195
174	-17129.444537	-17129.870666	-17132.273705	-17129.870665	0.686	0.488	0.143	0.487	0.776	0.632	0.181	0.632
175	-14534.546684	-14534.628485	-14538.696341	-14534.628485	0.638	0.552	0.07	0.551	0.744	0.707	0.124	0.707
181	-17104.277253	-17104.277252	-17104.277252	-17104.277252	0.477	0.596	0.479	0.601	0.556	0.852	0.725	0.848
207	-17044.101115	-17046.325172	-17046.723025	-17046.401663	0.827	0.249	0.166	0.283	0.885	0.223	0.17	0.182
216	-15972.726178	-15974.438486	-15979.555747	-15974.438486	0.848	0.272	0.06	0.272	0.866	0.483	0.079	0.483
217	-16417.892063	-16418.067639	-16418.681934	-16418.067639	0.538	0.54	0.309	0.571	0.572	0.717	0.507	0.717
229	-18285.215541	-18286.501939	-18286.501939	-18286.501939	0.763	0.239	0.239	0.237	0.748	0.252	0.252	0.252
234	-19590.816492	-19590.840292	-19593.475337	-19590.840292	0.614	0.595	0.113	0.596	0.737	0.739	0.136	0.739
236	-15489.463584	-15489.463584	-15489.592323	-15489.463584	0.49	0.538	0.397	0.521	0.852	0.783	0.388	0.872
250	-17590.270964	-17590.270964	-17590.270964	-17590.270964	0.525	0.428	0.464	0.48	0.645	0.795	0.703	0.805
266	-19232.894228	-19232.894218	-19232.894218	-19232.894218	0.513	0.459	0.551	0.553	0.53	0.752	0.851	0.864
275	-15444.685644	-15444.808675	-15447.800853	-15444.808675	0.746	0.464	0.109	0.464	0.848	0.633	0.144	0.633
311	-14912.549884	-14916.728491	-14924.749412	-14916.728491	0.909	0.143	0.009	0.142	0.93	0.279	0.024	0.279
352	-17280.870069	-17281.574283	-17282.766265	-17281.574283	0.682	0.485	0.182	0.486	0.732	0.577	0.272	0.577
353	-16371.079687	-16372.016546	-16378.175907	-16372.016546	0.772	0.343	0.038	0.344	0.823	0.578	0.044	0.578
393	-13773.566433	-13773.566433	-13775.467889	-13773.566433	0.625	0.474	0.171	0.606	0.81	0.895	0.178	0.802
400	-12839.975726	-12841.741333	-12841.741333	-12841.741333	0.827	0.174	0.175	0.173	0.813	0.187	0.187	0.187
403	-17118.011091	-17119.433588	-17120.393893	-17119.433588	0.853	0.261	0.141	0.263	0.938	0.37	0.233	0.37
404	-15991.165863	-15992.602689	-15993.328525	-15992.602689	0.793	0.314	0.172	0.315	0.839	0.351	0.213	0.351
418	-16764.809127	-16765.013852	-16767.357656	-16765.013852	0.67	0.549	0.135	0.548	0.732	0.724	0.17	0.724
429	-18709.099785	-18709.805358	-18709.994552	-18709.805353	0.648	0.403	0.37	0.402	0.722	0.567	0.459	0.567
437	-18834.7519	-18835.428121	-18835.480496	-18835.428102	0.712	0.203	0.328	0.346	0.833	0.447	0.436	0.447
466	-17697.634037	-17701.34048	-17701.34048	-17698.078633	0.638	0.108	0.107	0.521	0.715	0.152	0.152	0.674
502	-17970.649694	-17974.075296	-17976.39176	-17974.075296	0.838	0.244	0.072	0.247	0.865	0.236	0.09	0.236
515	-19212.19647	-19216.406555	-19212.799959	-19216.406555	0.763	0.077	0.388	0.076	0.831	0.093	0.584	0.093
520	-19801.838477	-19803.836235	-19803.836238	-19803.836235	0.857	0.145	0.143	0.146	0.841	0.159	0.159	0.159
524	-16530.366968	-16530.366968	-16530.366968	-16530.366968	0.47	0.487	0.457	0.492	0.628	0.781	0.901	0.663
541	-17318.86103	-17319.507496	-17319.507472	-17319.507496	0.736	0.266	0.266	0.267	0.722	0.278	0.278	0.278
554	-17667.11964	-17668.259539	-17670.542404	-17668.259538	0.752	0.375	0.114	0.376	0.791	0.497	0.139	0.497
564	-17015.780737	-17015.780737	-17015.780736	-17015.780737	0.492	0.461	0.462	0.488	0.552	0.885	0.905	0.646
572	-18265.163368	-18266.673889	-18266.673889	-18266.673889	0.679	0.323	0.323	0.323	0.667	0.333	0.333	0.333
595	-19805.736375	-19810.740921	-19810.712251	-19810.711983	0.882	0.156	0.153	0.155	0.88	0.123	0.123	0.123
612	-16004.290866	-16008.427032	-16010.301461	-16005.062641	0.778	0.108	0.064	0.483	0.86	0.237	0.122	0.761
614	-15445.766715	-15446.142978	-15446.142978	-15446.142978	0.563	0.439	0.438	0.439	0.581	0.419	0.419	0.419
634	-16952.085793	-16953.303789	-16960.210386	-16953.303789	0.769	0.332	0.03	0.333	0.836	0.551	0.041	0.551
641	-15895.976696	-15897.629358	-15897.629358	-15897.629358	0.817	0.186	0.185	0.186	0.807	0.193	0.193	0.193
677	-17760.044288	-17761.071284	-17765.749972	-17761.071284	0.658	0.468	0.06	0.416	0.718	0.604	0.122	0.604
679	-16747.491616	-16747.491616	-16751.150632	-16747.491616	0.653	0.605	0.097	0.451	0.916	0.799	0.109	0.769
695	-14988.195451	-14989.343792	-14989.018814	-14989.343792	0.703	0.207	0.401	0.208	0.734	0.325	0.401	0.325
698	-14603.732784	-14603.862463	-14603.732784	-14603.862463	0.516	0.415	0.539	0.416	0.792	0.397	0.713	0.397
728	-17656.446041	-17656.663812	-17657.847965	-17656.663812	0.71	0.491	0.142	0.49	0.763	0.662	0.196	0.662
735	-18987.641345	-18992.147759	-18991.58866	-18992.147759	0.904	0.111	0.143	0.112	0.917	0.093	0.111	0.092
737	-16729.650774	-16732.36766	-16732.367663	-16732.367663	0.91	0.091	0.09	0.09	0.904	0.096	0.096	0.096
747	-16538.075105	-16539.434579	-16543.759729	-16539.434579	0.9	0.194	0.042	0.195	0.901	0.432	0.053	0.432
775	-19443.677694	-19444.570843	-19449.187429	-19444.570843	0.713	0.418	0.056	0.419	0.784	0.588	0.078	0.588
777	-18646.686948	-18646.755461	-18646.755461	-18646.755461	0.5	0.48	0.503	0.477	0.512	0.488	0.488	0.488
778	-19878.935825	-19879.18412	-19882.394282	-19879.18412	0.704	0.483	0.091	0.483	0.787	0.661	0.118	0.661
815	-15439.245183	-15441.672229	-15447.639943	-15441.672228	0.84	0.257	0.049	0.259	0.87	0.429	0.059	0.429
816	-18424.811157	-18425.983996	-18425.07947	-18425.983996	0.706	0.217	0.46	0.217	0.782	0.266	0.621	0.266
822	-13796.988232	-13801.645817	-13805.122945	-13804.50675	0.881	0.224	0.044	0.098	0.884	0.224	0.073	0.095
828	-14908.338254	-14912.797148	-14911.945361	-14912.797148	0.896	0.166	0.131	0.167	0.971	0.224	0.27	0.224
855	-19728.845322	-19732.406925	-19769.075197	-19732.406925	0.864	0.138	7e-05	0.137	0.928	0.427	2e-06	0.427
858	-15285.029498	-15285.077311	-15294.441324	-15285.077311	0.606	0.529	0.022	0.532	0.762	0.723	0.031	0.722
866	-16525.491536	-16527.278634	-16527.278634	-16527.278634	0.825	0.176	0.176	0.176	0.819	0.181	0.181	0.181
874	-19420.32634	-19425.800699	-19427.277008	-19427.20443	0.951	0.092	0.049	0.06	0.957	0.064	0.035	0.038
876	-15798.438495	-15800.767776	-15800.766572	-15800.767776	0.832	0.204	0.22	0.201	0.882	0.193	0.201	0.193
883	-11486.457372	-11486.457372	-11488.287222	-11487.156416	0.636	0.67	0.105	0.58	0.837	0.856	0.263	0.56
925	-17756.708395	-17760.18431	-17760.18431	-17759.030935	0.777	0.143	0.144	0.35	0.807	0.177	0.177	0.299
928	-17331.587986	-17331.675718	-17332.101324	-17331.675718	0.582	0.518	0.21	0.518	0.628	0.582	0.549	0.582
932	-16628.629414	-16631.20958	-16630.738597	-16631.20958	0.844	0.157	0.23	0.158	0.854	0.154	0.194	0.154
948	-17048.840867	-17049.074151	-17050.104845	-17049.074151	0.696	0.472	0.22	0.472	0.775	0.649	0.256	0.649
953	-16758.253459	-16759.854764	-16759.145276	-16759.854764	0.751	0.277	0.329	0.276	0.825	0.303	0.51	0.303
956	-18286.546403	-18287.345992	-18315.731678	-18287.345992	0.66	0.348	0.0001	0.351	0.831	0.631	0.001	0.631
969	-15155.92817	-15157.327445	-15157.327445	-15157.327445	0.65	0.351	0.353	0.344	0.65	0.35	0.35	0.35
975	-15187.80071	-15187.87109	-15190.18074	-15187.87109	0.609	0.562	0.113	0.513	0.7	0.677	0.224	0.677
997	-17892.038178	-17894.963585	-17898.700924	-17894.963585	0.898	0.185	0.052	0.186	0.902	0.279	0.058	0.279
4	-15957.526361	-15957.617183	-15957.680877	-15957.617183	0.572	0.491	0.344	0.491	0.64	0.559	0.617	0.559
17	-15329.31991	-15334.291723	-15334.866004	-15334.291723	0.846	0.218	0.103	0.218	0.871	0.154	0.119	0.154
34	-16545.31835	-16545.467926	-16549.218603	-16545.467926	0.605	0.586	0.103	0.586	0.678	0.748	0.167	0.748
65	-15766.971025	-15767.588315	-15767.799793	-15767.588315	0.768	0.327	0.291	0.327	0.93	0.442	0.385	0.442
75	-16475.322594	-16475.347856	-16482.010536	-16475.347856	0.614	0.547	0.03	0.547	0.752	0.735	0.05	0.735
124	-16684.79161	-16687.197963	-16685.527311	-16685.612567	0.77	0.15	0.404	0.358	0.839	0.186	0.544	0.519
126	-17614.549942	-17615.955619	-17618.07231	-17615.955619	0.831	0.283	0.118	0.283	0.852	0.417	0.124	0.417
134	-17507.882619	-17509.402927	-17511.648668	-17509.402927	0.883	0.211	0.085	0.211	0.899	0.371	0.092	0.371
144	-17241.163475	-17241.430257	-17245.238142	-17241.430257	0.738	0.465	0.117	0.465	0.808	0.659	0.147	0.659
151	-16194.857109	-16195.6534	-16195.555248	-16195.6534	0.724	0.286	0.337	0.286	0.765	0.281	0.32	0.281
165	-15113.405548	-15114.384532	-15114.384532	-15114.384533	0.693	0.311	0.308	0.309	0.692	0.308	0.308	0.308
176	-13905.864078	-13907.166815	-13907.186004	-13907.166815	0.668	0.414	0.429	0.414	0.688	0.321	0.318	0.321
180	-16411.56345	-16411.809889	-16413.570154	-16411.809889	0.708	0.468	0.172	0.466	0.795	0.643	0.185	0.643
193	-17469.517494	-17477.815921	-17495.253659	-17473.594149	0.816	0.051	0.001	0.275	0.899	0.21	0.003	0.496
201	-12339.517223	-12339.517223	-12340.093633	-12339.517223	0.517	0.505	0.399	0.537	0.914	0.76	0.406	0.832
204	-16759.938661	-16761.682428	-16762.452289	-16761.682428	0.833	0.242	0.181	0.244	0.87	0.29	0.173	0.29
211	-15666.924447	-15667.704178	-15668.004708	-15667.704178	0.636	0.463	0.292	0.461	0.672	0.47	0.376	0.47
222	-16594.473958	-16595.624804	-16595.17008	-16595.624808	0.703	0.36	0.347	0.359	0.889	0.393	0.504	0.393
230	-16598.505404	-16598.505403	-16598.802331	-16598.505403	0.589	0.531	0.34	0.503	0.87	0.752	0.347	0.88
262	-16079.489899	-16083.957533	-16086.667361	-16083.957533	0.867	0.18	0.051	0.204	0.889	0.173	0.065	0.173
265	-17762.402652	-17763.210079	-17765.021005	-17763.210079	0.666	0.491	0.197	0.491	0.736	0.603	0.275	0.603
270	-16366.517393	-16369.773123	-16384.872106	-16366.517381	0.62	0.105	0.001	0.644	0.828	0.384	0.004	0.861
271	-17100.321613	-17100.396566	-17100.396566	-17100.396566	0.576	0.427	0.426	0.425	0.578	0.422	0.423	0.422
279	-13142.803763	-13142.803763	-13143.390911	-13142.803763	0.534	0.516	0.29	0.611	0.855	0.827	0.293	0.799
284	-13574.600585	-13574.600585	-13576.842932	-13574.600585	0.535	0.658	0.154	0.536	0.816	0.887	0.157	0.796
285	-14758.688598	-14758.833043	-14783.938735	-14758.833043	0.569	0.445	0.0004	0.448	0.761	0.73	0.001	0.729
297	-14012.125989	-14012.29679	-14012.29679	-14012.29679	0.526	0.475	0.475	0.476	0.54	0.46	0.46	0.46
301	-16386.393578	-16386.393578	-16386.737189	-16386.393578	0.552	0.511	0.356	0.554	0.942	0.783	0.333	0.776
325	-17590.515208	-17590.825918	-17590.847296	-17590.825918	0.631	0.427	0.308	0.427	0.674	0.376	0.39	0.376
338	-17234.398852	-17234.398851	-17240.74139	-17234.398851	0.603	0.535	0.041	0.515	0.815	0.889	0.05	0.8
340	-16323.145976	-16324.039479	-16325.708266	-16324.039479	0.77	0.379	0.159	0.379	0.798	0.53	0.18	0.53
358	-18314.254937	-18315.335907	-18318.217372	-18315.335907	0.682	0.455	0.108	0.456	0.734	0.563	0.173	0.563
361	-13311.873138	-13314.375343	-13312.948221	-13313.00311	0.712	0.118	0.438	0.407	0.79	0.233	0.498	0.484
374	-11575.042754	-11575.969446	-11575.969342	-11575.969446	0.747	0.256	0.254	0.255	0.749	0.251	0.251	0.251
392	-18276.64571	-18277.878095	-18277.469815	-18277.878093	0.697	0.267	0.392	0.266	0.757	0.31	0.438	0.31
409	-17539.434684	-17539.903754	-17542.700562	-17539.903754	0.733	0.434	0.105	0.435	0.784	0.621	0.13	0.621
420	-17024.762503	-17026.359922	-17025.04692	-17026.359922	0.714	0.231	0.447	0.231	0.782	0.27	0.647	0.27
428	-17734.491954	-17738.156691	-17738.157731	-17738.156691	0.895	0.117	0.115	0.116	0.889	0.113	0.112	0.113
431	-16317.387609	-16317.588798	-16317.81821	-16317.588799	0.539	0.504	0.349	0.527	0.574	0.625	0.603	0.625
443	-15426.36355	-15426.363548	-15426.595227	-15426.363548	0.477	0.643	0.46	0.652	0.78	0.805	0.455	0.919
445	-14572.040544	-14572.138791	-14574.127651	-14572.138791	0.569	0.502	0.129	0.526	0.683	0.647	0.263	0.647
460	-17333.027066	-17335.129705	-17335.129705	-17335.129705	0.81	0.192	0.191	0.19	0.808	0.192	0.192	0.192
474	-15012.762423	-15013.284029	-15013.284029	-15013.284029	0.698	0.304	0.304	0.305	0.699	0.301	0.301	0.301
